wav_filename,wav_filesize,song_name,artist,length,transcript
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Crushed Up 8.wav,598040,Crushed Up,['future'],3390,i put five pointers in the face you can see it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 25.wav,529244,Goin Dummi,['future'],3000,whatever i do i hope i got that tommy woo
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 26.wav,358136,31 DAYS,['future'],2030,took a few pakistanians to lunch
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 4.wav,677420,4 da Gang,['future'],3840,we don't never stop at red lights at night nigga nah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 38.wav,1181924,Extra,['future'],6700,rich nigga rich nigga
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 33.wav,643904,St. Lucia,['future'],3650,found out i cheated on her she'll still feed me grapes she'll still feed me grapes
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 34.wav,495728,Use Me,['future'],2810,my life is more effective than a cocaine drought
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 17.wav,610388,Shotgun,['future'],3460,rainin' hundreds like they all ones
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 20.wav,742688,Shotgun,['future'],4210,ridin' sideways like we gon' chop something ridin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 36.wav,409292,CUDDLE MY WRIST,['future'],2320,future already done picked up the phone
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WHEN I THINK ABOUT IT 7.wav,617444,WHEN I THINK ABOUT IT,['future'],3500,got more guns than a terrorist when i think about it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 4.wav,631556,St. Lucia,['future'],3580,i'm on top floor save me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Incredible 17.wav,261116,Incredible,['future'],1480,then she looked me in my eyes
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 1.wav,672128,4 da Gang,['future'],3810,this a big guy yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Talk Shit Like a Preacher 15.wav,312272,Talk Shit Like a Preacher,['future'],1770,trap 'til the sunrise trap
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 9.wav,421640,SOME MORE,['future'],2390,can't tell her name might be workin' with cops
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 67.wav,329912,Sorry,['future'],1870,i'm a real nigga it's hard to accept me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 16.wav,381068,Keep Quiet,['future'],2160,thought we was driving on the wrong side
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 19.wav,855584,Neva Missa Lost,['future'],4850,catch a uber to the dealership girl you gon' pick up your new registration
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 65.wav,1203092,Never Stop,['future'],6820,bringin' tears to my eyes keep goin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 21.wav,314036,Please Tell Me,['future'],1780,put you on a whole lotta game yeah please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Testify 7.wav,509840,Testify,['future'],2890,can you be the one who love me all the time
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 54.wav,317564,WIFI LIT,['future'],1800,half a chicken
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 55.wav,239948,Temptation,['future'],1360,and i can't lie you you sure had the first bust down richard mille i had seen in that form
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Krazy but True 14.wav,358136,Krazy but True,['future'],2030,they bite me anyway
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 1.wav,587456,Servin Killa Kam,['future'],3330,yeah check gang though
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 47.wav,308744,Afterlife,['future'],1750,that's how i was brought up one thousand
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 19.wav,580400,Use Me,['future'],3290,when i'm in chitown i treat it like it's my town
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 32.wav,347552,Keep Quiet,['future'],1970,maintain go to paradise
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 19.wav,451628,Temptation,['future'],2560,count up the hundreds i promise some patience
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 14.wav,643904,Ain't Coming Back,['future'],3650,different i done customized the bentley yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 5.wav,525716,RED LIGHT,['future'],2980,rain it up and gave 'em a sad face
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 24.wav,643904,Servin Killa Kam,['future'],3650,i got some clear ice you need to stay put
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 26.wav,506312,Neva Missa Lost,['future'],2870,you know you know
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future F&N 27.wav,682712,F&N,['future'],3870,i come with the pharmacy come with the yopper no harmin' me no no
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Overdose 1.wav,555704,Overdose,['future'],3150,you see what i'm sayin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Crushed Up 27.wav,583928,Crushed Up,['future'],3310,bodies get to droppin' nigga bonjour
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 16.wav,613916,Use Me,['future'],3480,who piss you off baby tell me what he do
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 31.wav,640376,Tricks on Me,['future'],3630,i'm future hendrix but i'm not a guitarist
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 18.wav,622736,Ain't Coming Back,['future'],3530,fluorescent but keep the jewelry on a miss
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 22.wav,336968,31 DAYS,['future'],1910,she caramel what'd i get a tan
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 36.wav,562760,RED LIGHT,['future'],3190,full of medication i wouldn't change it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Testify 5.wav,474560,Testify,['future'],2690,anytime i'm with you gotta testify
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 3.wav,612152,WIFI LIT,['future'],3470,i spend over  that's just on one fit
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 61.wav,590984,Please Tell Me,['future'],3350,know i hustle hard ain't got no time please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 49.wav,612152,Afterlife,['future'],3470, braces on me baby hold on wait hold on
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 25.wav,645668,RED LIGHT,['future'],3660,all these rings and berettas
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 37.wav,262880,Solo,['future'],1490,you don't want no smoke
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 15.wav,449864,Neva Missa Lost,['future'],2550,that's my i never miss a loss
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 56.wav,633320,Please Tell Me,['future'],3590,please please tell me it's one of a kind baby
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future F&N 7.wav,532772,F&N,['future'],3020,four by four that tall shit let's go
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Crushed Up 2.wav,596276,Crushed Up,['future'],3380,diamonds in the face crushed up i can see it wheezy outta here
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 60.wav,568052,RED LIGHT,['future'],3220,who would ever
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 20.wav,497492,Extra,['future'],2820,jump out this bitch got the water again
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 1.wav,428696,WIFI LIT,['future'],2430,gone in the sky over 
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 11.wav,331676,4 da Gang,['future'],1880,death can't get in my way
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Krazy but True 27.wav,1203092,Krazy but True,['future'],6820,tell me damn that's crazy but it's true
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 49.wav,732104,Promise U That,['future'],4150,i'm thinkin' tropical beaches and leeches i'm thinkin' private oh
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 59.wav,553940,Never Stop,['future'],3140,came from whippin' out the bowl tom ford suit and tie yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 64.wav,1033748,WIFI LIT,['future'],5860,jb know i mean
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 5.wav,590984,Please Tell Me,['future'],3350,please tell me i can throw the sauce on you please please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 51.wav,665072,Promise U That,['future'],3770,got a milli' on me with a richard mille on me i'm the bigger homie
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Fresh Air 11.wav,636848,Fresh Air,['future'],3610,afternoons come before nighttime without you
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 52.wav,716228,Shotgun,['future'],4060,shotgun shotgun shot shot shot shot
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 24.wav,405764,SOME MORE,['future'],2300,peoples get slippy can't tell i don't show it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 46.wav,541592,Faceshot,['future'],3070,you not upper echelon you not a don neither
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 2.wav,590984,Keep Quiet,['future'],3350,you better not wake them neighbors girl
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 24.wav,386360,CUDDLE MY WRIST,['future'],2190,vv coated sitting on my chest
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 13.wav,797372,Jumpin on a Jet,['future'],4520,on the g fendi my clothes travel the globe
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 38.wav,635084,WIFI LIT,['future'],3600,you know how to stir your bowl up you know how to flip your bands
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 26.wav,635084,Ain't Coming Back,['future'],3600,jealous of my wrist and my diamonds
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 16.wav,755036,St. Lucia,['future'],4280,i be ridin' with a hundred round drum like in pakistan
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 14.wav,652724,St. Lucia,['future'],3700,i made my hong kong girls wear snakeskin yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 36.wav,559232,Faceshot,['future'],3170,since we made it out the swamp it must be hell 
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Fresh Air 53.wav,786788,Fresh Air,['future'],4460,tipped up the scale now pullin' up to the band'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 20.wav,848528,Sorry,['future'],4810,tryna find a pyt i already got some at home
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 15.wav,338732,Keep Quiet,['future'],1920,got her driving on the wrong side
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 62.wav,352844,Sorry,['future'],2000,it's hard to convince you
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 38.wav,400472,CUDDLE MY WRIST,['future'],2270,i can't talk to you nothin' 'bout the raw
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 22.wav,345788,Please Tell Me,['future'],1960,put you in a whole lotta furs please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Damage 58.wav,594512,Damage,['future'],3370,homeowners' association they always tryna get right up
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WHEN I THINK ABOUT IT 23.wav,640376,WHEN I THINK ABOUT IT,['future'],3630,kamikaze comin' i don't know nothin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 48.wav,523952,Afterlife,['future'],2970,lil' nigga had to pay his dues man slaughter free lu
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 33.wav,379304,Please Tell Me,['future'],2150,you can splurge all day long yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 44.wav,583928,Goin Dummi,['future'],3310,whatever i do i hope i got that tommy whatever i do
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 101.wav,462212,Sorry,['future'],2620,couldn't have your heart 'cause you gave it to easy
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 32.wav,638612,4 da Gang,['future'],3620,ain't got one more tear to shed on me all my son's straight yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 56.wav,790316,Shotgun,['future'],4480,don't leave me alone in the dark thinkin' 'bout you
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 43.wav,384596,Extra,['future'],2180,say you're in my bed
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 9.wav,603332,Goin Dummi,['future'],3420,tryna pose a threat go at your mommy
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 5.wav,578636,Baptiize,['future'],3280,i'm workin' every day like i'm the last don
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 49.wav,668600,Please Tell Me,['future'],3790,yeah chanel no yeah drop one dime yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 23.wav,456920,SOME MORE,['future'],2590,i left some behind they didn't leave me no choice
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 105.wav,479852,Sorry,['future'],2720,i had it made it i thought i was jaded
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 40.wav,742688,Shotgun,['future'],4210,the white gstrings show ass shots show the ass shots
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 44.wav,677420,Jumpin on a Jet,['future'],3840,i stay dead fresh foreign my transport
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 5.wav,686240,Servin Killa Kam,['future'],3890,i fuck with shawty 'cause she don't post post post
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 8.wav,515132,RED LIGHT,['future'],2920,who would ever think they was sleepin' on me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 9.wav,460448,Extra,['future'],2610,i can make it hard for you to fall in love with me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 28.wav,942020,Neva Missa Lost,['future'],5340,whatever you need
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 36.wav,672128,St. Lucia,['future'],3810,been havin' a secret relationship on his main thing
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future F&N 54.wav,603332,F&N,['future'],3420,ready to take it off your shoulder frustration and anger
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Testify 47.wav,515132,Testify,['future'],2920,if you listen to these blogs they gon' tell you you ain't right
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Incredible 59.wav,488672,Incredible,['future'],2770,i'm a do whatever it takes to shake these fuckin' bitches off
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 10.wav,426932,Solo,['future'],2420,be crying on brag hey
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 14.wav,709172,Servin Killa Kam,['future'],4020,buyin' presidential by the ten pack ran an m up in the cadillac
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 21.wav,739160,Turn On Me,['future'],4190,i got your ex tryna call shit gettin' way too real
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 0.wav,407528,Solo,['future'],2310,talk to me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future New Illuminati 25.wav,899684,New Illuminati,['future'],5100,this ain't no favor i'm flexin' like i got somethin' to prove
